image_file_name,pmcid,question,choices,answer_text,answer,tag
ijcpd-16-522-g010.jpg,PMC10367283,What material is visible on the occlusal surfaces of the posterior teeth?,"[A] Pit-and-fissure sealant
[B] Preventive resin restoration (flowable composite in occlusal grooves)
[C] Fluoride varnish coating
[D] Glass ionomer restorative material on occlusal surfaces",Pit-and-fissure sealant,A,Mouth & Jaws
ijcpd-16-522-g010.jpg,PMC10367283,Which lower left teeth show sealant on their occlusal surfaces?,"[A] Second premolar and first molar only
[B] First molar and second molar
[C] First premolar and first molar only
[D] First premolar, second premolar, and first molar
[E] First premolar, second premolar, and second molar","First premolar, second premolar, and first molar",D,Mouth & Jaws
ijcpd-12-165-g020.jpg,PMC6811945,What abnormality is present in the anterior maxilla?,"[A] Separated premaxillary segment consistent with an anterior alveolar cleft status post surgical repair
[B] Post-extraction anterior ridge resorption with localized gingival hyperplasia but no bony discontinuity
[C] Torus palatinus along the midline of the hard palate with an otherwise continuous alveolar ridge
[D] Left-sided Le Fort I fracture step-off of the anterior maxilla without clefting",Separated premaxillary segment consistent with an anterior alveolar cleft status post surgical repair,A,Mouth & Jaws
ijcpd-12-165-g020.jpg,PMC6811945,Where is the most prominent gap in the teeth from the patient's perspective?,"[A] Top right
[B] Top left
[C] Bottom left
[D] Both top and bottom areas have missing teeth
[E] Bottom right",Top left,B,Mouth & Jaws
rkae022f8.jpg,PMC11003818,"Bottom row, fourth panel: Which exercise is shown and why is it appropriate?","[A] Prone hamstring curl—strengthens the hamstrings with the hip near neutral, reducing compressive load at the ischial tuberosity
[B] Seated leg curl—hips flexed to isolate the hamstrings, a safer alternative than hip‑hinge exercises in early rehab
[C] Romanian deadlift—hip‑hinge pattern that minimizes knee bend to load the hamstrings without increasing ischial compression
[D] Nordic hamstring curl—eccentric knee flexor work performed with marked hip flexion to protect the proximal tendon","Prone hamstring curl—strengthens the hamstrings with the hip near neutral, reducing compressive load at the ischial tuberosity",A,Trunk & Extremities
rkae022f8.jpg,PMC11003818,"Top row, far-right panel (orange X): Which joint position is problematic for proximal hamstring symptoms?","[A] Hip flexion with knee extension
[B] Hip extension with knee flexion
[C] Hip flexion with knee flexion
[D] Hip extension with knee extension",Hip flexion with knee extension,A,Trunk & Extremities
cm-90-294f2h.jpg,PMC5536209,"From this view, what finding can be assessed?","[A] The transverse width of the nasal base and the medial canthal region.
[B] The vertical height proportion of the lower face relative to the middle face.
[C] The anteroposterior protrusion of the lips and the measurement of the nasolabial angle.
[D] The interincisal angle (the angle formed by the long axes of the upper and lower central incisor teeth).",The anteroposterior protrusion of the lips and the measurement of the nasolabial angle.,C,Eyes
cm-90-294f2h.jpg,PMC5536209,Which statement best describes the soft-tissue contour of the right cheek/jaw region?,"[A] Nodular hypertrophic scar/keloid causing outward protrusion over the right masseter region
[B] Subtle concavity/step-off at the right mandibular angle suggesting localized volume loss
[C] Minimal diffuse fullness of the right cheek without a discrete mass, compatible with mild edema
[D] Smooth, uninterrupted right cheek–mandibular contour without focal bulge or depression","Smooth, uninterrupted right cheek–mandibular contour without focal bulge or depression",D,Head & Neck
gox-6-e1615-g006.jpg,PMC5908503,"In a right three-quarter view, which nasal region is best evaluated?","[A] Columella, alar base, and nostril sill
[B] Radix and nasofrontal angle
[C] Nasal tip‑defining points and supratip break
[D] Nasal dorsum and middle vault",Nasal dorsum and middle vault,D,Head & Neck
gox-6-e1615-g006.jpg,PMC5908503,What facial orientation is used in both subfigures?,"[A] Right true lateral (profile) view
[B] Anteroposterior (frontal) view
[C] Left three-quarter view
[D] Right three-quarter view",Right three-quarter view,D,Head & Neck
JIPS-20-110-g001.jpg,PMC7008622,"In this orientation, which nasal feature can be judged most directly?","[A] Dorsal hump prominence in profile view
[B] Internal nasal valve narrowing at rest
[C] Width of the nasal bridge
[D] Columellar show on basal view",Width of the nasal bridge,C,Head & Neck
JIPS-20-110-g001.jpg,PMC7008622,Which assessment is best supported by this frontal view?,"[A] Palatal vault depth assessment
[B] Maxillary sagittal deficiency grading
[C] Nasal tip projection profiling
[D] Cervical spine coronal alignment screening
[E] Facial symmetry evaluation",Facial symmetry evaluation,E,Head & Neck
imcrj-8-159Fig3.jpg,PMC4531019,What is the distribution of the soft-tissue nodules?,"[A] Single isolated mass limited to one finger
[B] Bilateral but limited to one digit per hand
[C] Bilateral, multifocal nodules involving several digits on both hands
[D] Unilateral involvement confined to the left hand
[E] Diffuse swelling without discrete nodules","Bilateral, multifocal nodules involving several digits on both hands",C,Trunk & Extremities
imcrj-8-159Fig3.jpg,PMC4531019,Which diagnosis is most consistent with the hand findings?,"[A] Multiple plexiform neurofibromas involving digital nerves
[B] Knuckle pads (Garrod nodules) from repetitive microtrauma
[C] Digital mucous cysts adjacent to the DIP joints
[D] Tophaceous gout affecting the extensor surfaces
[E] Heberden nodes due to osteoarthritis of the DIP joints",Multiple plexiform neurofibromas involving digital nerves,A,Trunk & Extremities
EJD-11-130-g004.jpg,PMC5379827,Which orbit do these views best evaluate for a defect?,"[A] Left orbit (mirror-image interpretation of photographs)
[B] Both orbits equally (frontal view predominates)
[C] Right orbit
[D] Neither—the views primarily assess the nasal septum and midface",Right orbit,C,Eyes
EJD-11-130-g004.jpg,PMC5379827,"In subfigure b, which facial contour is best emphasized by the view?","[A] Medial orbital rim (frontoethmoidal region)
[B] Nasal bridge (nasion)
[C] Zygomatic arch (malar eminence)
[D] Infraorbital rim (maxillary margin)
[E] Right lateral orbital rim",Right lateral orbital rim,E,Head & Neck
10.1177_2325967114522184-fig2.jpg,PMC4555620,Which cervical alignment is evident in the defender?,"[A] Neutral alignment with chin tuck
[B] Mild hyperextension with contralateral lateral flexion
[C] Forward flexion with pure axial rotation (no side bending)
[D] Forward flexion with slight side bending
[E] Loss of lordosis without appreciable coronal tilt",Forward flexion with slight side bending,D,Head & Neck
10.1177_2325967114522184-fig2.jpg,PMC4555620,Which person is receiving the choke?,"[A] It cannot be determined from a single still image
[B] The kneeling practitioner wearing a purple belt with his head and arm inside the leg triangle
[C] Both athletes are experiencing comparable choke pressure in this position
[D] The supine practitioner whose legs are locked around the opponent’s neck and arm",The kneeling practitioner wearing a purple belt with his head and arm inside the leg triangle,B,Head & Neck
ijspt_2021_16_2_21140_53770.jpg,PMC8016443,Which leg is airborne in the picture shown?,"[A] Neither, he is still in single-leg stance on the left
[B] Left leg (subject’s swing limb)
[C] Both legs (captured mid-flight)
[D] Right leg (subject’s swing limb)",Left leg (subject’s swing limb),B,Trunk & Extremities
ijspt_2021_16_2_21140_53770.jpg,PMC8016443,What ground marker is used to measure hop distance?,"[A] Chalk lines drawn on the floor
[B] Two cones spaced at equal intervals
[C] A painted sideline used as the reference
[D] A taped measuring strip laid on the turf",A taped measuring strip laid on the turf,D,Trunk & Extremities
ccid-8-361Fig3.jpg,PMC4507484,What closure technique is suggested by hair growing directly through a thin linear scalp scar?,"[A] Trichophytic closure
[B] Z-plasty across the donor wound
[C] W-plasty of the linear scar
[D] Follicular unit excision (FUE) grafting placed within the scar
[E] Straight-line primary closure with perpendicular (non-beveled) edges",Trichophytic closure,A,Surgical & Procedural
ccid-8-361Fig3.jpg,PMC4507484,Which donor harvesting method is indicated by a linear occipital scar?,"[A] Plug/mini-graft harvesting with 3–4 mm punches
[B] Follicular unit excision (FUE) using dispersed 0.8–1.0 mm punches
[C] No donor harvesting—physiologic occipital skin crease
[D] Crown scalp reduction with elliptical excision and trichophytic closure
[E] Follicular unit transplantation (strip/FUT) with trichophytic closure",Follicular unit transplantation (strip/FUT) with trichophytic closure,E,Skin & Hair
gox-8-e2825-g001.jpg,PMC7339289,Which surgical approach best matches faint axillary scars with no breast skin scars?,"[A] High inframammary fold approach (scar hidden under the breast)
[B] Endoscopic transaxillary approach
[C] Transumbilical breast augmentation (TUBA)
[D] Periareolar approach (camouflaged at the areolar border)",Endoscopic transaxillary approach,B,Surgical & Procedural
gox-8-e2825-g001.jpg,PMC7339289,Which area shows a faint scar in this image?,"[A] Periareolar margin of the right breast
[B] Right axillary crease
[C] Left axillary crease
[D] Right inframammary fold
[E] No appreciable scar visible",Left axillary crease,C,Trunk & Extremities
10-1055-a-1331-2469-i13312469-0001.jpg,PMC8354577,Which term best describes the craniofacial anomaly shown?,"[A] Severe nasal hypoplasia
[B] Bilateral choanal atresia
[C] Arhinia
[D] Micrognathia
[E] Anotia",Arhinia,C,Mouth & Jaws
10-1055-a-1331-2469-i13312469-0001.jpg,PMC8354577,Which oxygen delivery method would be ineffective in this patient?,"[A] Bag–valve–mask sealed over the mouth
[B] Laryngeal mask airway
[C] Orotracheal endotracheal intubation
[D] Nasal cannula",Nasal cannula,D,Head & Neck
10728_2011_176_Fig3_HTML.jpg,PMC3334490,Which change would most improve safety during this assisted movement?,"[A] Stand slightly in front and control the patient’s right forearm with a firm hand-held assist to steer
[B] Ask the patient to place both hands on their hips to reduce arm swing and prevent grabbing furniture
[C] Apply a gait belt and walk at the patient’s left side, giving contact guard instead of pushing from behind
[D] Assist from behind with both palms on the upper back, using gentle forward pressure to cue pacing","Apply a gait belt and walk at the patient’s left side, giving contact guard instead of pushing from behind",C,Other
10728_2011_176_Fig3_HTML.jpg,PMC3334490,Which assistance technique is used to initiate movement?,"[A] Manual forward facilitation: physical push on the upper back from behind
[B] Side-by-side assistance using a gait belt at the waist
[C] Verbal coaching only without touch from a seated position
[D] Facing the client: anterior pull at both shoulders
[E] Hand-over-hip guidance with light pressure at the sacrum to cue weight shift",Manual forward facilitation: physical push on the upper back from behind,A,Trunk & Extremities
ijspt_2021_16_1_18707_49313.jpg,PMC7872454,Which foot anchors the band relative to the moving arm?,"[A] Ipsilateral foot (same side as the moving arm)
[B] Both feet (band looped under each)
[C] Neither foot (band anchored elsewhere)
[D] Contralateral foot (opposite to the moving arm)",Contralateral foot (opposite to the moving arm),D,Trunk & Extremities
ijspt_2021_16_1_18707_49313.jpg,PMC7872454,Which statement best describes the resistance band's path across the body?,"[A] It sweeps anterolaterally around the waist in a mostly horizontal beltline path
[B] It runs obliquely from the same-side foot to the same-side hand, remaining lateral to the umbilicus throughout
[C] It runs obliquely from the opposite-side foot to the raised hand, crossing the trunk’s midline
[D] It ascends nearly vertically along the ipsilateral side of the torso with no midline crossover","It runs obliquely from the opposite-side foot to the raised hand, crossing the trunk’s midline",C,Trunk & Extremities
atm-10-11-649-f1.jpg,PMC9263775,Along which structure are the blue landmark points most densely arranged?,"[A] Supraorbital rim (bony orbital margin)
[B] Upper eyelid margin (ciliary line)
[C] Eyebrow arch (superciliary region)
[D] Superior palpebral crease (upper eyelid sulcus)",Eyebrow arch (superciliary region),C,Eyes
atm-10-11-649-f1.jpg,PMC9263775,What is the purpose of the marked points and abbreviations around the eye?,"[A] Preoperative eyelid crease and brow lift incision planning marks
[B] Cosmetic microblading/tattoo template points for brow design
[C] Mapping periorbital skin lesions to designate biopsy sites
[D] Calibration fiducials for ophthalmic eye-tracking and saccade analysis
[E] Standardized periocular anthropometric landmark mapping for 3D measurement",Standardized periocular anthropometric landmark mapping for 3D measurement,E,Eyes
JPN-6-23-g005.jpg,PMC3208921,Which skull shape abnormality is most evident in this infant?,"[A] Trigonocephaly (metopic synostosis)
[B] Severe brachycephaly from bicoronal synostosis
[C] Cloverleaf skull (Kleeblattschädel)
[D] Left posterior plagiocephaly
[E] Turricephaly (oxycephaly)",Cloverleaf skull (Kleeblattschädel),C,Head & Neck
JPN-6-23-g005.jpg,PMC3208921,The head shape shown most likely results from premature closure of which cranial sutures?,"[A] Isolated sagittal synostosis
[B] Fusion of coronal and sagittal sutures with patent lambdoid sutures
[C] Isolated metopic synostosis
[D] The coronal and lambdoid sutures are most commonly involved",The coronal and lambdoid sutures are most commonly involved,D,Head & Neck
0392-100X-37-295-g002.jpg,PMC5584101,Which angle is shown by the curved arc at the nasal base?,"[A] Nasolabial (columella-labial) angle
[B] Columellar-facial angle
[C] Columellar-Frankfort horizontal angle
[D] Nasofacial angle",Columellar-facial angle,B,Head & Neck
0392-100X-37-295-g002.jpg,PMC5584101,Which line represents the Frankfort horizontal plane?,"[A] C
[B] D
[C] A
[D] B",A,C,Head & Neck
12903_2024_4859_Fig5_HTML.jpg,PMC11438088,What best describes the patient's lower extremity alignment in the picture?,"[A] Varus alignment
[B] Neutral
[C] Windswept deformity
[D] Valgus alignment",Valgus alignment,D,Trunk & Extremities
12903_2024_4859_Fig5_HTML.jpg,PMC11438088,Which knee compartment bears increased load in this alignment?,"[A] Lateral tibiofemoral compartment
[B] Load distributed equally across compartments
[C] Patellofemoral compartment (predominantly lateral facet)
[D] Medial tibiofemoral compartment",Lateral tibiofemoral compartment,A,Trunk & Extremities
10.1177_20101058211041411-fig3.jpg,PMC9198664,Which structure is being palpated at the site shown?,"[A] Posterior auricular lymph nodes
[B] Articular eminence of the temporal bone
[C] Parotid gland
[D] Temporomandibular joint
[E] Mastoid process of the temporal bone",Parotid gland,C,Head & Neck
10.1177_20101058211041411-fig3.jpg,PMC9198664,Which condition is most likely associated with point tenderness at the depicted site?,"[A] Temporomandibular joint capsulitis/synovitis (TMD)
[B] Acute mastoiditis (postauricular tenderness)
[C] Acute suppurative parotitis (parotid sialadenitis)
[D] Acute otitis externa with tragal tenderness",Acute suppurative parotitis (parotid sialadenitis),C,Mouth & Jaws
10-1055-a-1384-4641-i13844641-0018.jpg,PMC8365778,Which eye appears more proptotic?,"[A] Right eye
[B] Left eye
[C] Neither eye—no clear asymmetry",Left eye,B,Eyes
10-1055-a-1384-4641-i13844641-0018.jpg,PMC8365778,What ocular misalignment is visible in this photograph?,"[A] No manifest strabismus—apparent divergence due to exophthalmos
[B] Right hypertropia with mild exotropia
[C] Right exotropia with left eye fixation
[D] Left exotropia (divergent strabismus)
[E] Left esotropia (convergent strabismus)",Left exotropia (divergent strabismus),D,Eyes
JCAS-8-102-g003.jpg,PMC4477458,"In subfigure b, contraction of which muscle most accentuates the cheek dimple?","[A] Buccinator
[B] Risorius
[C] Levator anguli oris
[D] Zygomaticus minor
[E] Zygomaticus major",Zygomaticus major,E,Head & Neck
JCAS-8-102-g003.jpg,PMC4477458,"In subfigure b, where is the dimple located relative to the corner of the mouth?","[A] Mildly inferolateral to the oral commissure
[B] Superomedial to the oral commissure
[C] Directly lateral at the level of the commissure
[D] Slightly superolateral to the oral commissure
[E] At the commissure itself",Mildly inferolateral to the oral commissure,A,Head & Neck
ijtmb-9-22f3.jpg,PMC5142710,Approximately what is the elbow angle?,"[A] Left elbow approximately 90° of flexion
[B] Right elbow approximately 100–110° of flexion
[C] Right elbow approximately 75–80° of flexion
[D] Right elbow approximately 90° of flexion",Right elbow approximately 90° of flexion,D,Trunk & Extremities
ijtmb-9-22f3.jpg,PMC5142710,"With the elbow flexed and a closed fist, which movement is being assessed?","[A] Wrist radial/ulnar deviation with a closed fist
[B] Shoulder external rotation with the elbow flexed to 90°
[C] Forearm pronation/supination
[D] Elbow flexion/extension while the forearm is held still",Forearm pronation/supination,C,Trunk & Extremities
jpts-25-1197-g002.jpg,PMC3818773,Where is the ball placed?,"[A] Under the heel of the straight leg
[B] Centered under the sacrum (tailbone) at the base of the spine
[C] Under the posterior thigh just above the knee of the straight leg
[D] Under the lateral hip at the greater trochanter
[E] Directly under the sit bone (ischial tuberosity) on the extended-leg side",Directly under the sit bone (ischial tuberosity) on the extended-leg side,E,Trunk & Extremities
jpts-25-1197-g002.jpg,PMC3818773,What position is the ankle of the straightened leg in?,"[A] Dorsiflexion
[B] Mild plantarflexion (subtle toe point)
[C] Neutral (approximately 90° at the ankle)
[D] Eversion (pronated)",Neutral (approximately 90° at the ankle),C,Trunk & Extremities
gox-8-e2947-g003.jpg,PMC7489740,Which description best characterizes the hairline abnormality seen?,"[A] Temporal recession consistent with androgenetic alopecia
[B] Notched/stepped occipital hairline with anterior displacement of hair-bearing skin
[C] Stepped occipital hairline due to posterior displacement of hair-bearing scalp
[D] Normal, uninterrupted postauricular hairline
[E] Inferiorly migrated (low) nuchal hairline without notching",Notched/stepped occipital hairline with anterior displacement of hair-bearing skin,B,Skin & Hair
gox-8-e2947-g003.jpg,PMC7489740,Which anatomic region is being exposed in the image?,"[A] Superior temporal scalp hairline just above the helix
[B] Upper nuchal region of the posterior neck below the occipital protuberance
[C] Retrolobular crease at the parotid tail inferior to the earlobe
[D] Preauricular parotid area anterior to the tragus
[E] Postauricular/occipital hairline immediately posterior to the auricle",Postauricular/occipital hairline immediately posterior to the auricle,E,Head & Neck
JIPS-22-188-g004.jpg,PMC9132504,Which landmark corresponds to the marked point on the hand?,"[A] Dorsum between the first and second metacarpals at the apex of the first web space
[B] Palmar aspect between the first and second metacarpals at the midpoint of the first web space
[C] Radial border at the base of the second metacarpal, just proximal to the index metacarpophalangeal joint
[D] Dorsum between the second and third metacarpals at the apex of the second web space",Dorsum between the first and second metacarpals at the apex of the first web space,A,Trunk & Extremities
JIPS-22-188-g004.jpg,PMC9132504,Which intrinsic hand muscle lies directly deep to the marked site?,"[A] First palmar interosseous
[B] Second dorsal interosseous
[C] First dorsal interosseous
[D] Adductor pollicis (oblique head)",First dorsal interosseous,C,Trunk & Extremities
10-1055-s-0043-1769498-i00978-1.jpg,PMC10562057,Which musculoskeletal problem is most likely from this work posture with prolonged repetition?,"[A] Subacromial impingement/rotator cuff tendinopathy from sustained shoulder abduction and forward flexion while operating the forge
[B] Thoracic outlet syndrome precipitated by prolonged overhead reach with shoulder girdle depression
[C] Lateral epicondylitis from repetitive wrist/forearm extension during tool manipulation
[D] Carpal tunnel syndrome from high-frequency vibration and forceful grip on tongs",Subacromial impingement/rotator cuff tendinopathy from sustained shoulder abduction and forward flexion while operating the forge,A,Trunk & Extremities
10-1055-s-0043-1769498-i00978-1.jpg,PMC10562057,"At shin level in front of the operator, which injury risk is most immediate?","[A] Thermal burns to the anterior shins and feet from radiant heat and hot scale splash
[B] Crush contusion to the right tibia from the descending ram at shin height
[C] Contact dermatitis of the lower legs from die-lubricant overspray
[D] No immediate hazard at shin level, standard boots and pants provide sufficient protection",Thermal burns to the anterior shins and feet from radiant heat and hot scale splash,A,Trunk & Extremities
JKAOMS-46-108-f2.jpg,PMC7222623,Which landmark are all of the tape strips crossing over?,"[A] Lateral oral commissure
[B] Tragus-commissure line
[C] Mastoid process
[D] Tragus of the ear",Tragus-commissure line,B,Head & Neck
JKAOMS-46-108-f2.jpg,PMC7222623,Which landmark marks the inferior starting point for the neck tape application?,"[A] Infraclavicular fossa just inferior to the clavicle
[B] Suprasternal notch at the manubrium
[C] Mid-clavicular point at the deltopectoral groove
[D] Supraclavicular fossa just superior to the clavicle",Supraclavicular fossa just superior to the clavicle,D,Head & Neck
ccid-8-361Fig4.jpg,PMC4507484,Which closure technique is indicated by this scalp scar?,"[A] Z-plasty revision of the donor scar
[B] Standard non-trichophytic linear closure
[C] Trichophytic beveled strip-donor closure
[D] FUE punch-extraction donor harvesting
[E] Scar camouflage by implanting follicular units into the scar",Trichophytic beveled strip-donor closure,C,Surgical & Procedural
ccid-8-361Fig4.jpg,PMC4507484,Which description best matches the morphology of the scar shown?,"[A] Multiple evenly spaced small hypopigmented punctate donor scars
[B] Fine, flat hypopigmented linear scar with hair shafts emerging through it
[C] Fine, flat hypopigmented linear scar without hair growth across it
[D] Slightly raised erythematous linear hypertrophic ridge","Fine, flat hypopigmented linear scar with hair shafts emerging through it",B,Skin & Hair
svn-2017-000079f09.jpg,PMC5829892,Which conjunctival finding is seen near the limbus?,"[A] Pterygium
[B] Chemosis
[C] Pinguecula
[D] Conjunctivochalasis
[E] Subconjunctival hemorrhage",Chemosis,B,Eyes
svn-2017-000079f09.jpg,PMC5829892,Which vascular sign is visible on the ocular surface?,"[A] Conjunctival injection with arterialized episcleral vessels
[B] Subconjunctival hemorrhage
[C] Ciliary flush (perilimbal injection)
[D] Corneal neovascularization (pannus)",Conjunctival injection with arterialized episcleral vessels,A,Eyes
AMS-4-24-g006.jpg,PMC4073456,Right panel: Which skull region is most prominent?,"[A] Occipital/posterior
[B] Frontal/anterior (bossing)
[C] Right temporoparietal (lateral)
[D] Parietal/vertex
[E] No discrete regional prominence (diffuse enlargement)",Occipital/posterior,A,Head & Neck
AMS-4-24-g006.jpg,PMC4073456,Where are the child's eyes gazing?,"[A] Child's left eye is gazing to the right, and child's right eye is in a neutral position.
[B] Both eyes are in a neutral position.
[C] Both eyes are gazing to the left.
[D] Child's left eye is gazing to the left, and child's right eye is in a neutral position.
[E] Child's right eye is gazing to the left, and child's left eye is in a neutral position.","Child's right eye is gazing to the left, and child's left eye is in a neutral position.",E,Eyes
ijcpd-12-165-g021.jpg,PMC6811945,Which anterior overjet is present?,"[A] Reverse (negative) overjet of about 2–3 mm with mandibular incisors ahead of maxillary incisors
[B] Mild positive overjet (~2 mm) with maxillary incisors slightly ahead of mandibular incisors
[C] No overjet because of an anterior open bite with vertical separation
[D] Edge-to-edge incisal relationship with essentially zero overjet",Reverse (negative) overjet of about 2–3 mm with mandibular incisors ahead of maxillary incisors,A,Mouth & Jaws
ijcpd-12-165-g021.jpg,PMC6811945,Which of these maxillary teeth is missing?,"[A] Left canine
[B] Left lateral and central incisors
[C] Only right side has missing teeth
[D] Left central incisor
[E] Left lateral incisor",Left lateral incisor,E,Mouth & Jaws
JBPE-9-719-g003.jpg,PMC6943847,What knee alignment is this orthosis designed to create?,"[A] Genu recurvatum (hyperextension)
[B] Valgus alignment
[C] Neutral tibiofemoral alignment
[D] Varus alignment",Valgus alignment,B,Trunk & Extremities
JBPE-9-719-g003.jpg,PMC6943847,Where is the primary hinge located relative to the braced knee?,"[A] Centered over the lateral femoral epicondyle at the joint line
[B] Over the medial femoral epicondyle at the joint line
[C] Centered anteriorly over the patella
[D] Posterolateral, just behind the fibular head",Centered over the lateral femoral epicondyle at the joint line,A,Trunk & Extremities
CTO-06-03-g-015.jpg,PMC3199843,"In the clinical photograph, which landmark demonstrates a color change?","[A] Scapha (scaphoid fossa) concavity
[B] Antihelical fold
[C] Conchal bowl depth
[D] Superior crus of the antihelix
[E] Helical rim",Helical rim,E,Head & Neck
gox-1-e01-g009.jpg,PMC4174167,"A patient underwent surgical repair following a near-complete auricular amputation. The provided photograph captures the current clinical presentation of the patient's ear.

Which description best characterizes the observed stage of wound healing based on the visual evidence?","[A] Advanced healing state
[B] Final maturation phase
[C] Preoperative state
[D] Immediate postoperative state
[E] Post-suture removal, early healing phase",Advanced healing state,A,Head & Neck
gox-1-e01-g009.jpg,PMC4174167,"In the clinical photograph, where is the eschar located?","[A] None of these areas are affected an eschar
[B] Tragus
[C] Antitragus
[D] Helix
[E] Antihelix",Helix,D,Head & Neck
jpts-31-844-g001.jpg,PMC6801350,How is the thumb positioned relative to the palm?,"[A] Radially abducted with the thumb extended (hitchhiker posture)
[B] Adducted and tucked against the palm
[C] In opposition across the palm toward the little finger
[D] Partially palmar‑abducted, resting just off the palm","Partially palmar‑abducted, resting just off the palm",D,Trunk & Extremities
jpts-31-844-g001.jpg,PMC6801350,Which functional task would be most affected by the thumb posture shown?,"[A] Grasping a cylindrical object that requires palmar thumb abduction (e.g., a bottle or cup)
[B] Holding a pen to write with a tripod grip
[C] Buttoning a shirt using tip-to-tip pinch
[D] Turning a key using a lateral pinch between the thumb and index finger","Grasping a cylindrical object that requires palmar thumb abduction (e.g., a bottle or cup)",A,Trunk & Extremities
12903_2024_4859_Fig12_HTML.jpg,PMC11438088,What best describes the alignment of the mandibular anterior teeth?,"[A] Well-aligned mandibular incisors with slight proclination
[B] Generalized spacing between lower incisors
[C] Mild crowding of mandibular incisors without rotation
[D] Maxillary anterior crowding with rotated incisors
[E] Crowding with rotation of mandibular incisors",Crowding with rotation of mandibular incisors,E,Mouth & Jaws
gox-4-e635-g004.jpg,PMC4874279,"In this profile view, where is a subtle scar most apparent?","[A] Preauricular crease adjacent to the temporomandibular joint
[B] Submandibular region just inferior to the mandibular angle
[C] Postauricular sulcus over the mastoid
[D] Along the inferior border of the mandibular body 2 cm anterior to the angle",Submandibular region just inferior to the mandibular angle,B,Head & Neck
gox-4-e635-g004.jpg,PMC4874279,What skin abnormality is most prominent in the image shown?,"[A] Normal appearing skin, no abnormality seen
[B] Rosacea overlying the cheek and nasal bridge
[C] Soft tissue infection (possible cellulitis) of the neck
[D] Well-healed, post-surgical scarring in the mandibular region","Well-healed, post-surgical scarring in the mandibular region",D,Skin & Hair
10.1177_2192568220947744-fig3.jpg,PMC8258829,Which movement is being performed?,"[A] Shoulder flexion to 90 degrees with elbows flexed
[B] Wrist extension with radial deviation under load
[C] Elbow extension with forearm supination
[D] Forearm pronation with the elbow at 90 degrees",Shoulder flexion to 90 degrees with elbows flexed,A,Trunk & Extremities
10.1177_2192568220947744-fig3.jpg,PMC8258829,What function are the water bottles performing?,"[A] Evaluating range of motion of fingers
[B] Measuring grip strength
[C] Providing resistance for testing bicep strength
[D] Enabling adequate daily water intake",Providing resistance for testing bicep strength,C,Trunk & Extremities
CCID-13-127-g0010.jpg,PMC7008639,Which intervention would most directly address the forehead lines and brow asymmetry?,"[A] Upper eyelid blepharoplasty to address brow position
[B] Temporal brow thread lift
[C] Botulinum toxin to the frontalis (asymmetric dosing)
[D] Botulinum toxin to the glabellar complex (corrugator/procerus)
[E] Hyaluronic acid filler along the supraorbital rim to support the lateral brow",Botulinum toxin to the frontalis (asymmetric dosing),C,Head & Neck
CCID-13-127-g0010.jpg,PMC7008639,Which facial action is most likely indicated by the forehead lines?,"[A] Forceful squinting with eye closure (orbicularis oculi)
[B] Bilateral eyebrow elevation (frontalis activation)
[C] Relaxed forehead with no active contraction
[D] Medial brow knitting/frowning (corrugator-procerus contraction)",Bilateral eyebrow elevation (frontalis activation),B,Head & Neck
ksrr-24-113-g005.jpg,PMC3373998,Which movement phase is shown?,"[A] Terminal push-off (toe-off) on the right limb with the foot leaving the ground
[B] Initial landing deceleration on the left limb after the hop
[C] Static single-leg set position between hops
[D] Eccentric countermovement loading on the stance limb immediately before take-off",Eccentric countermovement loading on the stance limb immediately before take-off,D,Trunk & Extremities
ksrr-24-113-g005.jpg,PMC3373998,What functional capacity is being assessed?,"[A] Bilateral lower-limb power with symmetric two-leg takeoff
[B] Change-of-direction agility using a multi-directional shuffle
[C] Dynamic single-leg balance and proprioceptive control
[D] Unilateral lower-extremity explosive power and limb symmetry",Unilateral lower-extremity explosive power and limb symmetry,D,Trunk & Extremities
kjod-47-87-g003.jpg,PMC5359635,Which numbered label indicates the nasolabial angle?,"[A] 4
[B] 7
[C] 3
[D] 6
[E] 5",4,A,Mouth & Jaws
kjod-47-87-g003.jpg,PMC5359635,Which numbered label marks the labiomental fold?,"[A] 4
[B] 7
[C] 3
[D] 6
[E] 5",7,B,Mouth & Jaws
ns-2040684-342f4.jpg,PMC8255762,Which best describes the position of the left upper extremities in the lower right figure?,"[A] Shoulder abduction ≈ 120 degrees
[B] Shoulder abduction ≈ 90 degrees
[C] Shoulder abduction ≈ 60 degrees
[D] Shoulder abduction ≈ 0 degrees
[E] Shoulder abduction ≈ 30 degrees",Shoulder abduction ≈ 90 degrees,B,Trunk & Extremities
ns-2040684-342f4.jpg,PMC8255762,Which nerve root is primarily assessed by the arm position in the bottom-right subfigure?,"[A] C4
[B] C7
[C] C5–C6
[D] C6
[E] C5",C5,E,Trunk & Extremities
ijspt_2022_17_2_31953_80379.jpg,PMC8805104,Where is the elastic resistance applied to the patient?,"[A] Band positioned across the forehead
[B] Band wrapped around the shoulder girdle just below the clavicles
[C] Loop encircling the mid-cervical neck
[D] Loop secured around the posterior occiput/back of the head",Band positioned across the forehead,A,Trunk & Extremities
