pmcid,pmc_version,license_code,doi,n_images,n_questions,title,citation
PMC6382221,1,CC BY-NC-ND,10.1097/GOX.0000000000001982,3,5,Neurofibromatosis Type 1: Review of Cutaneous and Subcutaneous Tumor Treatment on Quality of Life,Plast Reconstr Surg Glob Open. 2019 Jan 18;7(1):e1982. doi: 10.1097/GOX.0000000000001982
PMC6399765,1,CC BY-NC-ND,10.1177/2325967119828953,1,2,Return-to-Sport Testing After Medial Patellofemoral Ligament Reconstruction in Adolescent Athletes,Orthop J Sports Med. 2019 Mar 1;7(3):2325967119828953. doi: 10.1177/2325967119828953
PMC6402071,1,CC BY-NC,10.1177/1179544119835222,1,2,Bilateral Levofloxacin-Induced Achilles Tendon Rupture: An Uncommon Case Report and Review of the Literature,Clin Med Insights Arthritis Musculoskelet Disord. 2019 Mar 5;12:1179544119835222. doi: 10.1177/1179544119835222
PMC6409286,1,CC BY-NC-ND,10.1016/j.vgie.2019.01.007,1,2,"Jerome D. Waye, MD",VideoGIE. 2019 Feb 26;4(3):99–101. doi: 10.1016/j.vgie.2019.01.007
PMC6424312,1,CC BY-NC,10.13107/jocr.2250-0685.1248,1,2,Floating Forearm with Terrible Triad Injury of the Elbow: A Case Report,J Orthop Case Rep. 2018 Nov-Dec;8(6):38–41. doi: 10.13107/jocr.2250-0685.1248
PMC6446028,1,CC BY-NC,10.5999/aps.2018.00717,1,2,Facial reanimation with masseter nerve–innervated free gracilis muscle transfer in established facial palsy patients,Arch Plast Surg. 2019 Mar 31;46(2):122–8. doi: 10.5999/aps.2018.00717
PMC6457417,1,CC BY-NC-SA,10.14744/AnatolJCardiol.2018.14238,1,2,A dramatic example of severe premature atherosclerosis successfully treated by percutaneous coronary intervention,Anatol J Cardiol. 2019 Feb;21(2):107–10. doi: 10.14744/AnatolJCardiol.2018.14238
PMC6507382,1,CC BY-NC-SA,10.4103/meajo.MEAJO_279_18,1,2,Marcus Gunn Jaw-Winking Syndrome Associated with Morning Glory Disc Anomaly,Middle East Afr J Ophthalmol. 2019 Jan-Mar;26(1):37–9. doi: 10.4103/meajo.MEAJO_279_18
PMC6515743,1,CC BY-NC-SA,10.4103/0971-5916.251664,1,2,CRUSADE FOR TB: Bringing Treatment to Masses at their Doorsteps,Indian J Med Res. 2019 Jan;149(Suppl 1):S89–93. doi: 10.4103/0971-5916.251664
PMC6528542,1,CC BY-NC-SA,10.4103/jfo.jfds_22_16,1,2,"Correlative study on lip prints, fingerprints, and mandibular intercanine distance for gender determination",J Forensic Dent Sci. 2018 Sep-Dec;10(3):143–50. doi: 10.4103/jfo.jfds_22_16
PMC6537035,1,CC BY-NC,10.2147/IDR.S199163,1,2,Gonococcal conjunctivitis after incomplete treatment of gonococcal urethritis,Infect Drug Resist. 2019 May 23;12:1381–4. doi: 10.2147/IDR.S199163
PMC6554186,1,CC BY-NC-ND,10.1097/GOX.0000000000002214,1,2,Partial Domal Division: A Technique for Tip Refinement,Plast Reconstr Surg Glob Open. 2019 Apr 25;7(4):e2214. doi: 10.1097/GOX.0000000000002214
PMC6664837,1,CC BY-NC-ND,10.1055/s-0039-1687919,1,2,Prosthetic Rehabilitation in the Lower Limb,Indian J Plast Surg. 2019 Apr 29;52(1):134–43. doi: 10.1055/s-0039-1687919
PMC6677081,1,CC BY-NC-SA,10.4103/ijo.IJO_2107_18,1,2,Refractive errors and the red reflex- Bruckner test revisited,Indian J Ophthalmol. 2019 Aug;67(8):1381–2. doi: 10.4103/ijo.IJO_2107_18
PMC6685333,1,CC BY-NC-SA,10.4103/jips.jips_226_18,1,1,Rehabilitation of an ocular defect with intraorbital implant and custom-made prosthesis using digital photography and gridded spectacle,J Indian Prosthodont Soc. 2019 Jul-Sep;19(3):266–71. doi: 10.4103/jips.jips_226_18
PMC6694939,1,CC BY-NC-ND,10.1016/j.jtumed.2016.05.003,1,2,The strain – Counter strain technique in the management of anterior interosseous nerve syndrome: A case report,J Taibah Univ Med Sci. 2016 Jun 16;12(1):70–4. doi: 10.1016/j.jtumed.2016.05.003
PMC6714924,1,CC BY-NC,10.1177/1076029618821184,1,2,Zika and Chikungunya Virus and Risk for Venous Thromboembolism,Clin Appl Thromb Hemost. 2019 Jan 28;25:1076029618821184. doi: 10.1177/1076029618821184
PMC6753828,1,CC BY-NC-SA,10.4103/jfmpc.jfmpc_476_19,1,2,Recurrent cranio-oculo-facial diabetic complication,J Family Med Prim Care. 2019 Aug 28;8(8):2732–4. doi: 10.4103/jfmpc.jfmpc_476_19
PMC6760366,1,CC BY-NC,10.1159/000500224,1,2,A Subcutaneous Juvenile Xanthogranuloma in a 4-Year-Old Girl Who Presented with a Lower Eyelid Mass,Case Rep Ophthalmol. 2019 May 16;10(2):153–9. doi: 10.1159/000500224
PMC6785327,1,CC BY-NC-ND,10.1055/s-0039-1695804,2,4,Optimising Results of Nasal Tip Rotation Applying Combination of Nasolabial Angle and Lip–Columellar Angle in Tandem in Patients Operated by “Cock-up” Alar Cartilage Flaps Technique,Indian J Plast Surg. 2019 Sep 10;52(2):183–94. doi: 10.1055/s-0039-1695804
PMC6801350,1,CC BY-NC-ND,10.1589/jpts.31.844,1,2,Integrated volitional control electrical stimulation for the paretic hand: a case report,J Phys Ther Sci. 2019 Oct 19;31(10):844–9. doi: 10.1589/jpts.31.844
PMC6811945,1,CC BY-NC,10.5005/jp-journals-10005-1613,8,16,Evaluation of Postsurgical Dentofacial Deformities in Children Operated for Correction of Cleft Lip and Palate—A Cross-sectional Study,Int J Clin Pediatr Dent. 2019 May-Jun;12(3):165–77. doi: 10.5005/jp-journals-10005-1613
PMC6924766,1,CC BY-NC,10.1136/bmjopen-2019-031375,1,2,"COveRs to impRove AesthetiC ouTcome after Surgery for Chronic subdural haemAtoma by buRr hole trepanation (CORRECT-SCAR): protocol of a Swiss single-blinded, randomised controlled trial",BMJ Open. 2019 Dec 6;9(12):e031375. doi: 10.1136/bmjopen-2019-031375
PMC6943847,1,CC BY-NC-SA,10.31661/jbpe.v0i0.965,2,4,Design Evaluation in Novel Orthoses for Patients with Medial Knee Osteoarthritis,J Biomed Phys Eng. 2019 Dec 1;9(6):719–32. doi: 10.31661/jbpe.v0i0.965
PMC6950954,1,CC BY-NC-ND,10.1016/j.sjopt.2019.10.002,1,2,Primary congenital glaucoma: An updated review,Saudi J Ophthalmol. 2019 Nov 7;33(4):382–8. doi: 10.1016/j.sjopt.2019.10.002
PMC6952158,1,CC BY-NC-ND,10.1097/GOX.0000000000002312,1,2,Functional and Aesthetic Reconstruction for Microtia Using the Combination of Superficial Circumflex Iliac Artery Perforator Superthin Flap Transfer and Skin Grafting,Plast Reconstr Surg Glob Open. 2019 Jul 5;7(7):e2312. doi: 10.1097/GOX.0000000000002312
PMC6996043,1,CC BY-NC,10.1093/omcr/omz127,1,2,Parry–Romberg syndrome in an adolescent: a case report on progressive hemifacial atrophy,Oxf Med Case Reports. 2020 Jan 31;2020(1):omz127. doi: 10.1093/omcr/omz127
PMC7008622,1,CC BY-NC-SA,10.4103/jips.jips_326_19,2,4,Comprehensive prosthetic rehabilitation of a case of the orofacial digital syndrome,J Indian Prosthodont Soc. 2020 Jan 27;20(1):110–4. doi: 10.4103/jips.jips_326_19
PMC7008639,1,CC BY-NC,10.2147/CCID.S237519,3,6,"One21: A Novel, Customizable Injection Protocol for Treatment of the Forehead with IncobotulinumtoxinA",Clin Cosmet Investig Dermatol. 2020 Feb 5;13:127–36. doi: 10.2147/CCID.S237519
PMC7021094,1,CC BY-NC,10.1136/bcr-2019-231345,1,2,"Poor balance, bilateral upper limb phocomelia, no previous exercise: a challenging combination for fall prevention in a middle-aged thalidomide survivor",BMJ Case Rep. 2020 Jan 21;13(1):e231345. doi: 10.1136/bcr-2019-231345
PMC7057868,1,CC BY-NC-SA,10.4103/ajns.AJNS_293_19,1,2,Adult-Onset Seizure Disorder Secondary to Schizencephaly,Asian J Neurosurg. 2020 Feb 25;15(1):159–61. doi: 10.4103/ajns.AJNS_293_19
PMC7186263,1,CC BY-NC-ND,10.1016/j.ctro.2020.04.007,1,2,Re-irradiation for oligoprogression under Nivolumab in recurrent head and neck squamous cell carcinoma: A case report,Clin Transl Radiat Oncol. 2020 Apr 17;23:16–9. doi: 10.1016/j.ctro.2020.04.007
PMC7209844,1,CC BY-NC-ND,10.1097/GOX.0000000000002753,1,2,"A Prospective Study on Safety, Complications and Satisfaction Analysis for Tear Trough Rejuvenation Using Hyaluronic Acid Dermal Fillers",Plast Reconstr Surg Glob Open. 2020 Apr 29;8(4):e2753. doi: 10.1097/GOX.0000000000002753
PMC7222623,1,CC BY-NC,10.5125/jkaoms.2020.46.2.108,1,2,Effects of kinesiology tape after enucleation of mandibular dentigerous cysts,J Korean Assoc Oral Maxillofac Surg. 2020 Apr 30;46(2):108–15. doi: 10.5125/jkaoms.2020.46.2.108
PMC7265414,1,CC BY-NC-SA,10.25259/SNI_483_2019,1,2,Parinaud syndrome as an unusual presentation of intracranial hypotension,Surg Neurol Int. 2020 May 9;11:98. doi: 10.25259/SNI_483_2019
PMC7267975,1,CC BY-NC-ND,10.1002/hbm.24835,1,2,Passive perceptual learning modulates motor inhibitory control in superior frontal regions,Hum Brain Mapp. 2019 Oct 25;41(3):726–38. doi: 10.1002/hbm.24835
PMC7339289,1,CC BY-NC-ND,10.1097/GOX.0000000000002825,2,4,"Primary Breast Augmentation Using Axillary Skin Incision, Submuscular Implants, and Intraoperative Tissue Expansion",Plast Reconstr Surg Glob Open. 2020 Jun 8;8(6):e2825. doi: 10.1097/GOX.0000000000002825
PMC7368473,1,CC BY-NC,10.1136/bcr-2019-232755,1,1,Tonic pupil caused by adenoid cystic carcinoma versus postradiation changes to the ciliary ganglion,BMJ Case Rep. 2020 Jul 16;13(7):e232755. doi: 10.1136/bcr-2019-232755
PMC7384504,1,CC BY-NC,10.5222/MMJ.2020.84594,1,2,Kimura Disease with Parotid Swelling and Cervical Lymphadenopathy: A Case Report and Literature Review,Medeni Med J. 2020 Jun 30;35(2):170–4. doi: 10.5222/MMJ.2020.84594
PMC7387616,1,CC BY-NC,10.4235/agmr.2018.22.2.88,1,2,A Study of Skin Disease of the External Ear in Older Adults According to Anatomical Location,Ann Geriatr Med Res. 2018 Jun 30;22(2):88–93. doi: 10.4235/agmr.2018.22.2.88
PMC7398816,1,CC BY-NC,10.5999/aps.2018.01165,1,2,Correction of microtia with constriction features using a superficial temporal fascial flap combined with a rib cartilage graft,Arch Plast Surg. 2020 Jul 15;47(4):317–23. doi: 10.5999/aps.2018.01165
PMC7457575,1,CC BY-NC,10.2147/IJWH.S253885,1,2,Laparoscopic Hysterectomy and Bilateral Salpingectomy in a Patient with Microduplication Syndrome (20p13p12.1) and a Bicornuate Uterus: An Unreported Association,Int J Womens Health. 2020 Aug 25;12:675–9. doi: 10.2147/IJWH.S253885
PMC7489633,1,CC BY-NC-ND,10.1097/GOX.0000000000003072,1,2,Simulation Surgery Using 3D 3-layer Models for Congenital Anomaly,Plast Reconstr Surg Glob Open. 2020 Aug 19;8(8):e3072. doi: 10.1097/GOX.0000000000003072
PMC7489740,1,CC BY-NC-ND,10.1097/GOX.0000000000002947,2,4,Revision and Secondary Facelift: Problems Frequently Encountered,Plast Reconstr Surg Glob Open. 2020 Aug 20;8(8):e2947. doi: 10.1097/GOX.0000000000002947
PMC7502890,1,CC BY-NC,10.15280/jlm.2020.10.2.126,1,2,Back to Fine Work with Fine Surgery,J Lifestyle Med. 2020 Jul 31;10(2):126–9. doi: 10.15280/jlm.2020.10.2.126
PMC7574118,1,CC BY-NC-SA,10.4103/ijo.IJO_1509_20,1,2,Tele-consultations in the wake of COVID-19 – Suggested guidelines for clinical ophthalmology,Indian J Ophthalmol. 2020 Jun 25;68(7):1316–27. doi: 10.4103/ijo.IJO_1509_20
PMC7574141,1,CC BY-NC-SA,10.4103/ijo.IJO_1267_20,1,2,Differential diagnosis of acute ocular pain: Teleophthalmology during COVID-19 pandemic - A perspective,Indian J Ophthalmol. 2020 Jun 25;68(7):1371–9. doi: 10.4103/ijo.IJO_1267_20
PMC7584460,1,CC BY-NC,10.1093/jscr/rjaa357,1,2,"Successful eradication of a large orbital hydatid cyst without rupture using fronto-orbitozygomatic approach, the first case reported from Syria",J Surg Case Rep. 2020 Oct 24;2020(10):rjaa357. doi: 10.1093/jscr/rjaa357
PMC7605888,1,CC BY-NC-ND,10.1097/GOX.0000000000002802,1,2,"The Eyelid Crease Height, Depth, and Shape: A Scoring System for Revisional Asian Blepharoplasty",Plast Reconstr Surg Glob Open. 2020 May 29;8(5):e2802. doi: 10.1097/GOX.0000000000002802
PMC7748930,1,CC BY-NC-ND,10.1055/s-0040-1702953,1,2,Achilles Tendon Lesions – Part 1: Tendinopathies,Rev Bras Ortop (Sao Paulo). 2020 Apr 29;55(6):657–64. doi: 10.1055/s-0040-1702953
PMC7756823,1,CC BY-NC,10.5606/tftrd.2020.4955,1,2,The effects of bracing on sagittal spinopelvic parameters and Cobb angle in adolescents with idiopathic scoliosis: A before-after clinical study,Turk J Phys Med Rehabil. 2020 Nov 9;66(4):452–8. doi: 10.5606/tftrd.2020.4955
PMC7775221,1,CC BY-NC-ND,10.1055/s-0040-1719198,1,2,Wide Excision with Immediate Reconstruction of the Mandible Using Free Fibular Flap in Ameloblastoma of the Mandible—A Need of Time: Our Experience of 37 Cases,Indian J Plast Surg. 2020 Nov 24;53(3):363–70. doi: 10.1055/s-0040-1719198
PMC7775234,1,CC BY-NC-ND,10.1055/s-0040-1714768,2,4,A Longitudinal Study of The Nasal Symmetry in Unilateral Cleft Lip And Palate Patients Treated With Nasoalveolar Molding,Indian J Plast Surg. 2020 Aug 4;53(3):371–6. doi: 10.1055/s-0040-1714768
PMC7783177,1,CC BY-NC,10.5125/jkaoms.2020.46.6.379,1,2,Diagnostic analysis of vertical orbital dystopia and canthal tilt for surgical correction,J Korean Assoc Oral Maxillofac Surg. 2020 Dec 31;46(6):379–84. doi: 10.5125/jkaoms.2020.46.6.379
PMC7787085,1,CC BY-NC-SA,10.4103/tjo.tjo_79_19,1,2,Couching in pediatric patients in Nigeria: Report of a medical socioeconomic dilemma in a developing country,Taiwan J Ophthalmol. 2020 Mar 5;10(4):259–63. doi: 10.4103/tjo.tjo_79_19
PMC7815661,1,CC BY-NC-SA,10.13107/jocr.2020.v10.i06.1888,1,2,An Extremely Rare Combination of Monteggia Equivalent Type 1 Lesion (diaphyseal Ulna and Radial Neck Fractures Without Dislocation) with Ipsilateral Radius Shaft and Distal Radius Fractures in a Child,J Orthop Case Rep. 2020 Sep;10(6):86–9. doi: 10.13107/jocr.2020.v10.i06.1888
PMC7818415,1,CC BY-NC,10.1111/jocd.13475,1,2,Recommendations for the treatment of tear trough deformity with cross‐linked hyaluronic acid filler,J Cosmet Dermatol. 2020 Aug 26;20(1):6–17. doi: 10.1111/jocd.13475
PMC7852437,1,CC BY-NC-SA,10.4103/ija.IJA_675_20,1,2,Unilateral complete ptosis after scalp block: A rare complication of common procedure,Indian J Anaesth. 2020 Dec 12;64(12):1077–8. doi: 10.4103/ija.IJA_675_20
PMC7853360,1,CC BY-NC-ND,10.1016/j.arrct.2020.100057,1,2,Comparison of DEKA Arm and Body-Powered Upper Limb Prosthesis Joint Kinematics,Arch Rehabil Res Clin Transl. 2020 Apr 25;2(3):100057. doi: 10.1016/j.arrct.2020.100057
PMC7857661,1,CC BY-NC-SA,10.13107/jocr.2020.v10.i07.1914,1,2,Idiopathic Proximal Radioulnar Synostosis – A Rare Case Report and Review of Literature,J Orthop Case Rep. 2020 Oct;10(7):49–52. doi: 10.13107/jocr.2020.v10.i07.1914
PMC7862073,1,CC BY-NC-ND,10.1097/GOX.0000000000003378,1,2,Systematic Review of Tissue Expansion: Utilization in Non-breast Applications,Plast Reconstr Surg Glob Open. 2021 Jan 21;9(1):e3378. doi: 10.1097/GOX.0000000000003378
PMC7869951,1,CC BY-NC-ND,10.1007/978-981-33-4126-5_7,1,2,The Lotus in the Mud: A Conceptual Model of Livestream Yoga Service Experience,"The Future of Service Post-COVID-19 Pandemic, Volume 1. 2021 Feb 9:123–54. doi: 10.1007/978-981-33-4126-5_7"
PMC7872454,1,CC BY-NC-SA,10.26603/001c.18707,1,2,Latarjet Procedure for the Treatment of Anterior Glenohumeral Instability in the Athlete – Key Considerations for Rehabilitation,Int J Sports Phys Ther. 2021 Feb 1;16(1):259–69. doi: 10.26603/001c.18707
PMC7891349,1,CC BY-NC-ND,10.1111/jocd.13593,2,4,Wart removal without anesthesia using long‐pulse 1064‐nm Nd:YAG laser,J Cosmet Dermatol. 2020 Jul 16;20(2):506–12. doi: 10.1111/jocd.13593
PMC7933635,1,CC BY-NC-SA,10.13107/jocr.2020.v10.i08.1866,1,2,Intra-articular Olecranon Osteotomy and Adhesiolysis for Treatment of Post-traumatic Elbow Stiffness,J Orthop Case Rep. 2020 Nov;10(8):72–5. doi: 10.13107/jocr.2020.v10.i08.1866
PMC7933643,1,CC BY-NC-SA,10.13107/jocr.2020.v10.i08.1850,1,2,Chronic Galeazzi Fracture-Dislocation: A Case Report,J Orthop Case Rep. 2020 Nov;10(8):37–40. doi: 10.13107/jocr.2020.v10.i08.1850
PMC7937377,1,CC BY-NC,10.2147/IMCRJ.S289627,1,2,Acute Motor Axonal Neuropathy Improvement 20 Days After Hyperbaric Oxygen Therapy,Int Med Case Rep J. 2021 Mar 3;14:151–5. doi: 10.2147/IMCRJ.S289627
PMC7981708,1,CC BY-NC-ND,10.1002/ccr3.3585,1,2,Complete response of cutaneous SCC to topical treatment with ascorbic acid solution: A case report,Clin Case Rep. 2021 Jan 9;9(3):1060–5. doi: 10.1002/ccr3.3585
PMC8016443,1,CC BY-NC-SA,10.26603/001c.21140,5,10,Which Hop Tests Can Best Identify Functional Limb Asymmetry in Patients 9-12 Months After Anterior Cruciate Ligament Reconstruction Employing a Hamstrings Tendon Autograft?,Int J Sports Phys Ther. 2021 Apr 1;16(2):393–403. doi: 10.26603/001c.21140
PMC8046460,1,CC BY-NC-SA,10.13107/jocr.2020.v10.i09.1902,1,2,Complete Surgical Excision with Pre-operative Localization of Lesion Under CT-Guidance of Osteoid Osteoma of the Sacrum – A Case Report,J Orthop Case Rep. 2020 Dec;10(9):56–60. doi: 10.13107/jocr.2020.v10.i09.1902
PMC8077525,1,CC BY-NC,10.1159/000510389,1,2,Orbital Apex Syndrome due to Orbital Mucormycosis after Teeth Infection: A Successful Case Report,Case Rep Ophthalmol. 2021 Apr 8;12(1):110–5. doi: 10.1159/000510389
PMC8138243,1,CC BY-NC,10.1159/000513958,1,2,Upper Eyelid Necrosis Secondary to Hordeolum: A Case Report,Case Rep Ophthalmol. 2021 Apr 19;12(1):270–6. doi: 10.1159/000513958
PMC8168984,1,CC BY-NC-SA,10.26603/001c.24150,1,2,Medio-Lateral Hamstring Muscle Activity in Unilateral vs. Bilateral Strength Exercises in Female Team Handball Players – A Cross-Sectional Study,Int J Sports Phys Ther. 2021 Jun 1;16(3):704–14. doi: 10.26603/001c.24150
PMC8169007,1,CC BY-NC-SA,10.26603/001c.22085,2,4,Osteochondral Allograft Transplantation in Professional Athletes: Rehabilitation and Return to Play,Int J Sports Phys Ther. 2021 Jun 2;16(3):941–58. doi: 10.26603/001c.22085
PMC8169025,1,CC BY-NC-SA,10.26603/001c.23549,6,12,Recommendations for Plyometric Training after ACL Reconstruction – A Clinical Commentary,Int J Sports Phys Ther. 2021 Jun 1;16(3):879–95. doi: 10.26603/001c.23549
PMC8185256,1,CC BY-NC-SA,,1,2,Rehabilitation in paraneoplastic stiff-person syndrome – Case Report,J Musculoskelet Neuronal Interact. 2021;21(2):322–5.
PMC8253069,1,CC BY-NC-ND,10.20471/acc.2020.59.04.11,1,1,THE (A)SYMMETRY OF THE MALE GRAYING BEARD HAIRS AS AN INDICATION OF THE PROGRAMMED AGING PROCESS,Acta Clin Croat. 2020 Dec;59(4):650–60. doi: 10.20471/acc.2020.59.04.11
PMC8255699,1,CC BY-NC,10.1159/000515567,1,2,Severe Bilateral Photophobia and Unilateral Abducens Nerve Palsy: An Unusual Presentation of Herpes Zoster Ophthalmicus,Case Rep Ophthalmol. 2021 Jun 14;12(2):543–7. doi: 10.1159/000515567
PMC8255762,1,CC BY-NC,10.14245/ns.2040684.342,1,2,Telemedicine in Neurosurgery: Standardizing the Spinal Physical Examination Using A Modified Delphi Method,Neurospine. 2021 Jun 30;18(2):292–302. doi: 10.14245/ns.2040684.342
PMC8258829,1,CC BY-NC-ND,10.1177/2192568220947744,2,4,The Virtual Spine Examination: Telemedicine in the Era of COVID-19 and Beyond,Global Spine J. 2020 Jul 31;11(6):966–74. doi: 10.1177/2192568220947744
PMC8258921,1,CC BY-NC,10.5001/omj.2021.26,6,12,Congenital Eyelid Anomalies: What General Physicians Need To Know,Oman Med J. 2021 Jul 6;36(4):e279. doi: 10.5001/omj.2021.26
PMC8267038,1,CC BY-NC,10.1177/2050313X211031332,2,4,An unusual case of facial nerve palsy due to minor face trauma: A rare case report,SAGE Open Med Case Rep. 2021 Jul 7;9:2050313X211031332. doi: 10.1177/2050313X211031332
PMC8329322,1,CC BY-NC-SA,10.26603/001c.25463,1,2,ACL Return to Sport Testing: It’s Time to Step up Our Game,Int J Sports Phys Ther. 2021 Aug 1;16(4):1169–77. doi: 10.26603/001c.25463
PMC8343673,1,CC BY-NC,10.5005/jp-journals-10005-1926,1,2,Orofacial Myofunctional Therapy in Tongue Thrust Habit: A Narrative Review,Int J Clin Pediatr Dent. 2021 Mar-Apr;14(2):298–303. doi: 10.5005/jp-journals-10005-1926
PMC8343679,1,CC BY-NC,10.5005/jp-journals-10005-1922,1,2,“West Syndrome—Infantile Spasms”: A Pediatric Case Report,Int J Clin Pediatr Dent. 2021 Mar-Apr;14(2):323–6. doi: 10.5005/jp-journals-10005-1922
PMC8354577,1,CC BY-NC-ND,10.1055/a-1331-2469,2,4,"Rare Diseases of the Nose, the Paranasal Sinuses, and the Anterior Skull Base",Laryngorhinootologie. 2021 Apr 30;100(Suppl 1):S1–S44. doi: 10.1055/a-1331-2469
PMC8357077,1,CC BY-NC-ND,10.1002/ccr3.4581,1,2,First report of rheumatoid arthritis and secondary Sjögren's syndrome complicated with heart failure,Clin Case Rep. 2021 Aug 11;9(8):e04581. doi: 10.1002/ccr3.4581
PMC8365778,1,CC BY-NC-ND,10.1055/a-1384-4641,2,4,Rare Diseases of the Orbit,Laryngorhinootologie. 2021 Apr 30;100(Suppl 1):S1–S79. doi: 10.1055/a-1384-4641
PMC8396371,1,CC BY-NC,10.2147/PGPM.S320128,1,2,A Chinese Boy with Mowat–Wilson Syndrome Caused by a 10 bp Deletion in the ZEB2 Gene,Pharmgenomics Pers Med. 2021 Aug 23;14:1041–5. doi: 10.2147/PGPM.S320128
PMC8405095,1,CC BY-NC,10.2147/CCID.S294812,1,2,Treating Aging Changes of Facial Anatomical Layers with Hyaluronic Acid Fillers,Clin Cosmet Investig Dermatol. 2021 Aug 26;14:1105–18. doi: 10.2147/CCID.S294812
PMC8407636,1,CC BY-NC-SA,10.4103/2231-0746.322266,1,2,In Memory and Tribute to Prof. Kenneth E. Salyer – Surgeon Par Excellence: 1936-2020,Ann Maxillofac Surg. 2021 Jul 24;11(1):3–5. doi: 10.4103/2231-0746.322266
PMC8413662,1,CC BY-NC-ND,10.1016/j.jdcr.2021.07.029,1,2,Ophiasis treated with dupilumab,JAAD Case Rep. 2021 Aug 19;16:1–4. doi: 10.1016/j.jdcr.2021.07.029
PMC8432966,1,CC BY-NC-ND,10.1055/a-1331-2851,1,2,"Rare Diseases of the Oral Cavity, Neck, and Pharynx",Laryngorhinootologie. 2021 Apr 30;100(Suppl 1):S1–S24. doi: 10.1055/a-1331-2851
PMC8435881,1,CC BY-NC,10.2147/CCID.S311017,2,4,Consensus on the Use of Hyaluronic Acid Fillers from the Cohesive Polydensified Matrix Range: Best Practice in Specific Facial Indications,Clin Cosmet Investig Dermatol. 2021 Sep 8;14:1175–99. doi: 10.2147/CCID.S311017
PMC8446254,1,CC BY-NC-ND,10.1016/j.htct.2020.05.004,1,2,Effectiveness of a home-based therapeutic exercise program on lower back pain and functionality in Sickle Cell Disease (SCD) patients,Hematol Transfus Cell Ther. 2020 Jun 25;43(3):268–79. doi: 10.1016/j.htct.2020.05.004
PMC8547668,1,CC BY-NC-SA,10.4103/0974-9233.326666,2,4,Recurrent Tubercular Episcleritis,Middle East Afr J Ophthalmol. 2021 Sep 25;28(2):140–2. doi: 10.4103/0974-9233.326666
PMC8559880,1,CC BY-NC-SA,10.4103/ijoem.IJOEM_223_20,1,2,"The Relationship of Grip and Pinch Strength to Musculoskeletal Disorders in Female Carpet Weavers in Southeastern Iran, 2019",Indian J Occup Environ Med. 2021 Oct 9;25(3):138–46. doi: 10.4103/ijoem.IJOEM_223_20
PMC8564703,1,CC BY-NC,10.1093/asj/sjab195,2,4,Hybrid Implant and Grafted Fat Breast Augmentation: Designing the Pathway to a Future With Breasts Free of Silicone Breast Implants,Aesthet Surg J. 2021 May 4;41(11):NP1473–85. doi: 10.1093/asj/sjab195
PMC8585908,1,CC BY-NC,10.5005/jp-journals-10005-1999,1,2,Novel Treatment Approach of Oral Submucous Fibrosis in a 6-year-old Girl: A Case Report,Int J Clin Pediatr Dent. 2021 Jul-Aug;14(4):575–9. doi: 10.5005/jp-journals-10005-1999
PMC8637265,1,CC BY-NC,10.26603/001c.29923,2,4,The Youth Throwers Ten Exercise Program: A variation of an exercise series for enhanced dynamic shoulder control in the youth overhead throwing athlete,Int J Sports Phys Ther. 2021 Dec 1;16(6):1387–95. doi: 10.26603/001c.29923
PMC8637294,1,CC BY-NC,10.26603/001c.29871,1,2,Can a Modified Y-Balance Test Predict Running Overuse Injuries over the Course of a Division I Collegiate Cross-Country Season?,Int J Sports Phys Ther. 2021 Dec 1;16(6):1434–41. doi: 10.26603/001c.29871
PMC8648273,1,CC BY-NC,10.2147/ORR.S342738,1,2,Modified Ponseti Technique in an Eleven-Year-Old with Bilateral Untreated Clubfoot: A Case Report,Orthop Res Rev. 2021 Dec 2;13:247–54. doi: 10.2147/ORR.S342738
PMC8673941,1,CC BY-NC,10.1177/24730114211019371,1,2,Previsit Patient Instructional Video for the Virtual Orthopedic Foot and Ankle Examination,Foot Ankle Orthop. 2021 Jul 7;6(3):24730114211019371. doi: 10.1177/24730114211019371
PMC8719980,1,CC BY-NC-ND,10.1055/s-0041-1739255,1,2,Complications of Hair Transplant Procedures—Causes and Management,Indian J Plast Surg. 2021 Dec 31;54(4):477–82. doi: 10.1055/s-0041-1739255
PMC8772496,1,CC BY-NC-SA,10.4103/joco.joco_114_20,1,2,Ocular Abnormal Head Posture: A Literature Review,J Curr Ophthalmol. 2022 Jan 6;33(4):379–87. doi: 10.4103/joco.joco_114_20
PMC8805104,1,CC BY-NC,10.26603/001c.31953,1,2,Optimizing Performance in Return to Play After Sport-Related Concussion in Elite Ice Hockey Players: A Sports Physical Therapy and Athletic Trainer Perspective,Int J Sports Phys Ther. 2022 Feb 1;17(2):317–26. doi: 10.26603/001c.31953
PMC8811515,1,CC BY-NC-ND,10.1016/j.asmr.2021.09.030,1,2,Rehabilitation and Return to Sport After Medial Patellofemoral Complex Reconstruction,Arthrosc Sports Med Rehabil. 2022 Jan 28;4(1):e133–40. doi: 10.1016/j.asmr.2021.09.030
PMC8855428,1,CC BY-NC,10.1177/25158414211059247,4,7,"Floppy eyelid, an under-diagnosed syndrome: a review of demographics, pathogenesis, and treatment",Ther Adv Ophthalmol. 2021 Dec 5;13:25158414211059247. doi: 10.1177/25158414211059247
